#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Workers per class in absolute numbers
53,"Travel agency, tour operator and other reservation services and related services",I,From 10 to 19 persons employed,6.155459008366779e-08,0.011896588861198229,12.0,10,19,1.2773236692020862,19.159855038031296
53,"Travel agency, tour operator and other reservation services and related services",I,From 20 to 49 persons employed,3.9508780540463225e-08,0.011896588861198229,12.0,20,49,0.8198495101185708,28.694732854149976
53,"Travel agency, tour operator and other reservation services and related services",I,From 50 to 249 persons employed,1.949516461682181e-08,0.011896588861198229,12.0,50,249,0.4045455451203572,60.68183176805356
53,"Travel agency, tour operator and other reservation services and related services",I,250 persons employed or more,9.361681415669538e-09,0.011896588861198229,12.0,250,2000,0.1942649157359391,194.26491573593907
53,"Travel agency, tour operator and other reservation services and related services",Int,From 0 to 9 persons employed,9.66789961946621e-05,0.011896588861198229,12.0,0,9,2006.1927142441632,10030.963571220818
53,"Travel agency, tour operator and other reservation services and related services",Int,From 10 to 19 persons employed,9.634917555608185e-06,0.011896588861198229,12.0,10,19,199.93485827557188,2999.0228741335786
53,"Travel agency, tour operator and other reservation services and related services",Int,From 20 to 49 persons employed,6.1841666513019514e-06,0.011896588861198229,12.0,20,49,128.32808125699904,4491.482843994966
53,"Travel agency, tour operator and other reservation services and related services",Int,From 50 to 249 persons employed,3.051507670845912e-06,0.011896588861198229,12.0,50,249,63.322052334768145,9498.30785021522
53,"Travel agency, tour operator and other reservation services and related services",Int,250 persons employed or more,1.4653501631518088e-06,0.011896588861198229,12.0,250,2000,30.40758527542477,30407.58527542476
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 0 to 9 persons employed,0.00026394903251001066,0.19044667381212263,12.0,0,9,5477.225113996539,27386.1255699827
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 10 to 19 persons employed,2.630485697220044e-05,0.19044667381212263,12.0,10,19,545.8539546749764,8187.809320124645
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 20 to 49 persons employed,1.688375830056401e-05,0.19044667381212263,12.0,20,49,350.35606724184316,12262.462353464509
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 50 to 249 persons employed,8.331101160741314e-06,0.19044667381212263,12.0,50,249,172.87927169472542,25931.89075420881
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,250 persons employed or more,4.0006389503003675e-06,0.19044667381212263,12.0,250,2000,83.0175429030484,83017.5429030484
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 0 to 9 persons employed,9.06043924177751e-05,0.19044667381212263,12.0,0,9,1880.1381799731128,9400.690899865565
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 10 to 19 persons employed,9.029529530525195e-06,0.19044667381212263,12.0,10,19,187.372408384525,2810.586125767875
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 20 to 49 persons employed,5.795598672986806e-06,0.19044667381212263,12.0,20,49,120.264879550655,4209.270784272924
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 50 to 249 persons employed,2.8597731602269063e-06,0.19044667381212263,12.0,50,249,59.34335589176291,8901.503383764435
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,250 persons employed or more,1.3732782345436442e-06,0.19044667381212263,12.0,250,2000,28.496994147769815,28496.994147769812
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 0 to 9 persons employed,0.0041300369433587185,0.19044667381212263,12.0,0,9,85702.68984425974,428513.44922129886
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 10 to 19 persons employed,0.00041159473119430605,0.19044667381212263,12.0,10,19,8541.03149023896,128115.47235358438
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 20 to 49 persons employed,0.0002641818568568693,0.19044667381212263,12.0,20,49,5482.056468548732,191871.9763992056
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,From 50 to 249 persons employed,0.00013035757413285977,0.19044667381212263,12.0,50,249,2705.0592762187366,405758.89143281046
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",Int,250 persons employed or more,6.259839827658286e-05,0.19044667381212263,12.0,250,2000,1298.9838071236484,1298983.8071236482
55,Public administration and defence services; compulsory social security services,C,From 0 to 9 persons employed,0.0027515304426574626,0.6309972598668583,12.0,0,9,57097.203574246436,285486.01787123224
55,Public administration and defence services; compulsory social security services,C,From 10 to 19 persons employed,0.0002742143589634672,0.6309972598668583,12.0,10,19,5690.241632070394,85353.6244810559
55,Public administration and defence services; compulsory social security services,C,From 20 to 49 persons employed,0.0001760043388251881,0.6309972598668583,12.0,20,49,3652.2785312695346,127829.74859443372
55,Public administration and defence services; compulsory social security services,C,From 50 to 249 persons employed,8.684736688235162e-05,0.6309972598668583,12.0,50,249,1802.1758763387272,270326.3814508091
55,Public administration and defence services; compulsory social security services,C,250 persons employed or more,4.170456605638502e-05,0.6309972598668583,12.0,250,2000,865.4144112602355,865414.4112602356
55,Public administration and defence services; compulsory social security services,I,From 0 to 9 persons employed,0.000462525963265019,0.6309972598668583,12.0,0,9,9597.909103055801,47989.54551527902
55,Public administration and defence services; compulsory social security services,I,From 10 to 19 persons employed,4.609480547784967e-05,0.6309972598668583,12.0,10,19,956.5165812020474,14347.748718030709
55,Public administration and defence services; compulsory social security services,I,From 20 to 49 persons employed,2.958592610566191e-05,0.6309972598668583,12.0,20,49,613.9396532193438,21487.887862677035
55,Public administration and defence services; compulsory social security services,I,From 50 to 249 persons employed,1.4598843393313253e-05,0.6309972598668583,12.0,50,249,302.94163577252425,45441.24536587863
55,Public administration and defence services; compulsory social security services,I,250 persons employed or more,7.01044200301455e-06,0.6309972598668583,12.0,250,2000,145.47417974593714,145474.17974593717
55,Public administration and defence services; compulsory social security services,Int,From 0 to 9 persons employed,0.01164450834278863,0.6309972598668583,12.0,0,9,241636.0193812992,1208180.0969064962
55,Public administration and defence services; compulsory social security services,Int,From 10 to 19 persons employed,0.001160478307330157,0.6309972598668583,12.0,10,19,24081.167749367905,361217.51624051854
55,Public administration and defence services; compulsory social security services,Int,From 20 to 49 persons employed,0.0007448523774418,0.6309972598668583,12.0,20,49,15456.48456881359,540976.9599084756
55,Public administration and defence services; compulsory social security services,Int,From 50 to 249 persons employed,0.0003675390511885622,0.6309972598668583,12.0,50,249,7626.828946486488,1144024.3419729732
55,Public administration and defence services; compulsory social security services,Int,250 persons employed or more,0.0001764942011351792,0.6309972598668583,12.0,250,2000,3662.443698844384,3662443.6988443844
56,Education services,C,From 0 to 9 persons employed,0.0048755923661807496,1.0,13.0,0,9,101173.76335767473,505868.81678837375
56,Education services,C,From 10 to 19 persons employed,0.0003354865785898531,1.0,13.0,10,19,6961.705811865121,104425.58717797683
56,Education services,C,From 20 to 49 persons employed,0.00018861023866565758,1.0,13.0,20,49,3913.8644538780054,136985.25588573018
56,Education services,C,From 50 to 249 persons employed,6.310739648449345e-05,1.0,13.0,50,249,1309.546065074874,196431.90976123107
56,Education services,C,250 persons employed or more,1.0182416364743512e-05,1.0,13.0,250,2000,211.29604493635452,211296.04493635453
56,Education services,I,From 0 to 9 persons employed,7.83036927167305e-06,1.0,13.0,0,9,162.48854871270575,812.4427435635288
56,Education services,I,From 10 to 19 persons employed,5.388030004867973e-07,1.0,13.0,10,19,11.180739318114565,167.7110897717185
56,Education services,I,From 20 to 49 persons employed,3.029145396598017e-07,1.0,13.0,20,49,6.285801119412861,220.0030391794501
56,Education services,I,From 50 to 249 persons employed,1.0135265238233123e-07,1.0,13.0,50,249,2.1031760856240744,315.4764128436112
56,Education services,I,250 persons employed or more,1.6353311398000606e-08,1.0,13.0,250,2000,0.33934872590501985,339.3487259050199
56,Education services,Int,From 0 to 9 persons employed,0.005472524675647466,1.0,13.0,0,9,113560.74809361254,567803.7404680627
56,Education services,Int,From 10 to 19 persons employed,0.0003765611318158034,1.0,13.0,10,19,7814.046782150096,117210.70173225144
56,Education services,Int,From 20 to 49 persons employed,0.00021170231382286643,1.0,13.0,20,49,4393.049745002582,153756.74107509037
56,Education services,Int,From 50 to 249 persons employed,7.083381024074222e-05,1.0,13.0,50,249,1469.877425506169,220481.61382592533
56,Education services,Int,250 persons employed or more,1.1429077869655038e-05,1.0,13.0,250,2000,237.16560633774046,237165.60633774046
57,Human health services,C,From 0 to 9 persons employed,0.014219977888617697,0.6250472273428799,14.0,0,9,295079.7707851359,1475398.85392568
57,Human health services,C,From 10 to 19 persons employed,0.0013093239445531619,0.6250472273428799,14.0,10,19,27169.874135422724,407548.11203134083
57,Human health services,C,From 20 to 49 persons employed,0.0005911389560301929,0.6250472273428799,14.0,20,49,12266.766447448412,429336.82566069445
57,Human health services,C,From 50 to 249 persons employed,0.0002468852353076936,0.6250472273428799,14.0,50,249,5123.133046721657,768469.9570082487
57,Human health services,C,250 persons employed or more,0.00012834818566953958,0.6250472273428799,14.0,250,2000,2663.3623135497983,2663362.313549798
57,Human health services,I,From 0 to 9 persons employed,5.607271608623775e-07,0.6250472273428799,14.0,0,9,11.635689126683618,58.1784456334181
57,Human health services,I,From 10 to 19 persons employed,5.162972149669012e-08,0.6250472273428799,14.0,10,19,1.071372016488043,16.070580247320645
57,Human health services,I,From 20 to 49 persons employed,2.3309998868231807e-08,0.6250472273428799,14.0,20,49,0.4837074415245979,16.929760453360927
57,Human health services,I,From 50 to 249 persons employed,9.735265282214873e-09,0.6250472273428799,14.0,50,249,0.20201718107507588,30.30257716126139
57,Human health services,I,250 persons employed or more,5.061070721489999e-09,0.6250472273428799,14.0,250,2000,0.1050226378776602,105.02263787766017
57,Human health services,Int,From 0 to 9 persons employed,0.006367020669470923,0.6250472273428799,14.0,0,9,132122.49797065867,660612.4898532935
57,Human health services,Int,From 10 to 19 persons employed,0.0005862521505519416,0.6250472273428799,14.0,10,19,12165.360000006029,182480.40000009042
57,Human health services,Int,From 20 to 49 persons employed,0.0002646835305268941,0.6250472273428799,14.0,20,49,5492.466734494247,192236.33570729865
57,Human health services,Int,From 50 to 249 persons employed,0.00011054330804898896,0.6250472273428799,14.0,50,249,2293.8920338994412,344083.8050849163
57,Human health services,Int,250 persons employed or more,5.7468130924533286e-05,0.6250472273428799,14.0,250,2000,1192.525265052286,1192525.2650522855
58,Residential care services; social work services without accommodation,C,From 0 to 9 persons employed,0.01105978986848829,0.37495277265712,14.0,0,9,229502.48480608116,1147512.4240304062
58,Residential care services; social work services without accommodation,C,From 10 to 19 persons employed,0.0010183453033446202,0.37495277265712,14.0,10,19,21131.75569222075,316976.3353833113
58,Residential care services; social work services without accommodation,C,From 20 to 49 persons employed,0.0004597667231258268,0.37495277265712,14.0,20,49,9540.651915021373,333922.8170257481
58,Residential care services; social work services without accommodation,C,From 50 to 249 persons employed,0.0001920184999950661,0.37495277265712,14.0,50,249,3984.589526711116,597688.4290066675
58,Residential care services; social work services without accommodation,C,250 persons employed or more,9.982462522976646e-05,0.37495277265712,14.0,250,2000,2071.467885691275,2071467.8856912754
58,Residential care services; social work services without accommodation,I,From 0 to 9 persons employed,9.439350168864328e-07,0.37495277265712,14.0,0,9,19.587662554796566,97.93831277398284
58,Residential care services; social work services without accommodation,I,From 10 to 19 persons employed,8.691410981031708e-08,0.37495277265712,14.0,10,19,1.8035608635756861,27.0534129536353
58,Residential care services; social work services without accommodation,I,From 20 to 49 persons employed,3.9240339528884485e-08,0.37495277265712,14.0,20,49,0.8142790716279885,28.499767506979598
58,Residential care services; social work services without accommodation,I,From 50 to 249 persons employed,1.6388465621013177e-08,0.37495277265712,14.0,50,249,0.3400782136827035,51.011732052405534
58,Residential care services; social work services without accommodation,I,250 persons employed or more,8.519868860295173e-09,0.37495277265712,14.0,250,2000,0.1767964036306742,176.79640363067423
58,Residential care services; social work services without accommodation,Int,From 0 to 9 persons employed,0.0012893128786674456,0.37495277265712,14.0,0,9,26754.62308644255,133773.11543221277
58,Residential care services; social work services without accommodation,Int,From 10 to 19 persons employed,0.00011871524957934741,0.37495277265712,14.0,10,19,2463.4685728037584,36952.028592056384
58,Residential care services; social work services without accommodation,Int,From 20 to 49 persons employed,5.359804881988077e-05,0.37495277265712,14.0,20,49,1112.2169165228122,38927.592078298425
58,Residential care services; social work services without accommodation,Int,From 50 to 249 persons employed,2.238486697576678e-05,0.37495277265712,14.0,50,249,464.5099639396917,69676.49459095376
58,Residential care services; social work services without accommodation,Int,250 persons employed or more,1.1637217021961485e-05,0.37495277265712,14.0,250,2000,241.48471666513134,241484.71666513136
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 0 to 9 persons employed,0.0011914543622674376,0.18862627594203024,15.0,0,9,24723.954064671318,123619.77032335661
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 10 to 19 persons employed,7.930740617754816e-05,0.18862627594203024,15.0,10,19,1645.7136164161404,24685.704246242105
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 20 to 49 persons employed,4.1354443229261925e-05,0.18862627594203024,15.0,20,49,858.1489876158835,30035.214566555922
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,From 50 to 249 persons employed,1.2252846987917838e-05,0.18862627594203024,15.0,50,249,254.2596977984192,38138.954669762876
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",C,250 persons employed or more,2.400036502730233e-06,0.18862627594203024,15.0,250,2000,49.803327870746756,49803.32787074676
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 0 to 9 persons employed,6.659049575773072e-05,0.18862627594203024,15.0,0,9,1381.824105393869,6909.1205269693455
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 10 to 19 persons employed,4.432498349808578e-06,0.18862627594203024,15.0,10,19,91.97908796426063,1379.6863194639095
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 20 to 49 persons employed,2.3113037004461887e-06,0.18862627594203024,15.0,20,49,47.962027190521596,1678.6709516682558
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,From 50 to 249 persons employed,6.848127643062185e-07,0.18862627594203024,15.0,50,249,14.210598293824606,2131.589744073691
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",I,250 persons employed or more,1.341382646409606e-07,0.18862627594203024,15.0,250,2000,2.783512653381363,2783.5126533813627
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 0 to 9 persons employed,0.0005927606278486343,0.18862627594203024,15.0,0,9,12300.417874491588,61502.089372457944
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 10 to 19 persons employed,3.9456238835187565e-05,0.18862627594203024,15.0,10,19,818.7592134619345,12281.388201929018
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 20 to 49 persons employed,2.0574254884809154e-05,0.18862627594203024,15.0,20,49,426.9378238867716,14942.823836037005
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,From 50 to 249 persons employed,6.095915633452647e-06,0.18862627594203024,15.0,50,249,126.49677811978584,18974.516717967876
59,"Creative, arts, entertainment, library, archive, museum, other cultural services; gambling and betting services",Int,250 persons employed or more,1.1940424990434352e-06,0.18862627594203024,15.0,250,2000,24.777660674667757,24777.660674667757
60,Sporting services and amusement and recreation services,C,From 0 to 9 persons employed,0.0008633395879702885,0.1910950259305679,15.0,0,9,17915.221087082202,89576.10543541102
60,Sporting services and amusement and recreation services,C,From 10 to 19 persons employed,5.7466929108399986e-05,0.1910950259305679,15.0,10,19,1192.5003260803749,17887.504891205623
60,Sporting services and amusement and recreation services,C,From 20 to 49 persons employed,2.9965837642615205e-05,0.1910950259305679,15.0,20,49,621.8232244963807,21763.81285737333
60,Sporting services and amusement and recreation services,C,From 50 to 249 persons employed,8.87853383647902e-06,0.1910950259305679,15.0,50,249,184.23908601667853,27635.86290250178
60,Sporting services and amusement and recreation services,C,250 persons employed or more,1.7390901330349686e-06,0.1910950259305679,15.0,250,2000,36.08798282600808,36087.98282600808
60,Sporting services and amusement and recreation services,I,From 0 to 9 persons employed,1.7327617285632306e-07,0.1910950259305679,15.0,0,9,3.5956661655498325,17.978330827749165
60,Sporting services and amusement and recreation services,I,From 10 to 19 persons employed,1.1533873438051895e-08,0.1910950259305679,15.0,10,19,0.23934022661802898,3.590103399270435
60,Sporting services and amusement and recreation services,I,From 20 to 49 persons employed,6.014279589974041e-09,0.1910950259305679,15.0,20,49,0.12480274278540221,4.368095997489078
60,Sporting services and amusement and recreation services,I,From 50 to 249 persons employed,1.781962028843506e-09,0.1910950259305679,15.0,50,249,0.03697762057983564,5.546643086975346
60,Sporting services and amusement and recreation services,I,250 persons employed or more,3.4904328111832585e-10,0.1910950259305679,15.0,250,2000,0.007243021908559339,7.2430219085593395
60,Sporting services and amusement and recreation services,Int,From 0 to 9 persons employed,0.0010115160550737442,0.1910950259305679,15.0,0,9,20990.041476475177,104950.2073823759
60,Sporting services and amusement and recreation services,Int,From 10 to 19 persons employed,6.73300775718995e-05,0.1910950259305679,15.0,10,19,1397.171220129994,20957.568301949916
60,Sporting services and amusement and recreation services,Int,From 20 to 49 persons employed,3.510892619959595e-05,0.1910950259305679,15.0,20,49,728.5478203015757,25499.173710555155
60,Sporting services and amusement and recreation services,Int,From 50 to 249 persons employed,1.0402371959135835e-05,0.1910950259305679,15.0,50,249,215.8603590924368,32379.05386386552
60,Sporting services and amusement and recreation services,Int,250 persons employed or more,2.0375731812795588e-06,0.1910950259305679,15.0,250,2000,42.28182575242799,42281.825752428
61,Services furnished by membership organisations,C,From 0 to 9 persons employed,0.0005451186492503615,0.29654548862403846,15.0,0,9,11311.795794018348,56558.97897009174
61,Services furnished by membership organisations,C,From 10 to 19 persons employed,3.6285020643829625e-05,0.29654548862403846,15.0,10,19,752.9530396165743,11294.295594248615
61,Services furnished by membership organisations,C,From 20 to 49 persons employed,1.892063930231843e-05,0.29654548862403846,15.0,20,49,392.6235295278002,13741.823533473005
61,Services furnished by membership organisations,C,From 50 to 249 persons employed,5.6059683115465295e-06,0.29654548862403846,15.0,50,249,116.32984645665215,17449.47696849782
61,Services furnished by membership organisations,C,250 persons employed or more,1.0980736635434805e-06,0.29654548862403846,15.0,250,2000,22.786204555420873,22786.20455542087
61,Services furnished by membership organisations,I,From 0 to 9 persons employed,4.865679246493673e-07,0.29654548862403846,15.0,0,9,10.09680555072167,50.484027753608345
61,Services furnished by membership organisations,I,From 10 to 19 persons employed,3.238767782905002e-08,0.29654548862403846,15.0,10,19,0.6720790021557428,10.081185032336142
61,Services furnished by membership organisations,I,From 20 to 49 persons employed,1.6888389731352096e-08,0.29654548862403846,15.0,20,49,0.35045217439095827,12.26582610368354
61,Services furnished by membership organisations,I,From 50 to 249 persons employed,5.0038360836679875e-09,0.29654548862403846,15.0,50,249,0.10383495784455635,15.575243676683451
61,Services furnished by membership organisations,I,250 persons employed or more,9.801305171217722e-10,0.29654548862403846,15.0,250,2000,0.02033875795006061,20.338757950060607
61,Services furnished by membership organisations,Int,From 0 to 9 persons employed,0.0023641061388673095,0.29654548862403846,15.0,0,9,49057.7343391714,245288.671695857
61,Services furnished by membership organisations,Int,From 10 to 19 persons employed,0.00015736324591163816,0.29654548862403846,15.0,10,19,3265.455888702863,48981.83833054295
61,Services furnished by membership organisations,Int,From 20 to 49 persons employed,8.20562635078026e-05,0.29654548862403846,15.0,20,49,1702.7553500451208,59596.43725157923
61,Services furnished by membership organisations,Int,From 50 to 249 persons employed,2.4312329284364448e-05,0.29654548862403846,15.0,50,249,504.50687115522584,75676.03067328387
61,Services furnished by membership organisations,Int,250 persons employed or more,4.7621975371445925e-06,0.29654548862403846,15.0,250,2000,98.82069920931258,98820.69920931257
62,Repair services of computers and personal and household goods,C,From 0 to 9 persons employed,0.00011571153343122332,0.031358802840019816,15.0,0,9,2401.1382457501886,12005.691228750944
62,Repair services of computers and personal and household goods,C,From 10 to 19 persons employed,7.702167931797898e-06,0.031358802840019816,15.0,10,19,159.82823360666134,2397.4235040999197
62,Repair services of computers and personal and household goods,C,From 20 to 49 persons employed,4.016256259405319e-06,0.031358802840019816,15.0,20,49,83.34161879311418,2916.9566577589962
62,Repair services of computers and personal and household goods,C,From 50 to 249 persons employed,1.1899706432497633e-06,0.031358802840019816,15.0,50,249,24.69316530599151,3703.974795898726
62,Repair services of computers and personal and household goods,C,250 persons employed or more,2.3308648053738004e-07,0.031358802840019816,15.0,250,2000,4.836794106771292,4836.794106771293
62,Repair services of computers and personal and household goods,I,From 0 to 9 persons employed,2.5082977587286442e-05,0.031358802840019816,15.0,0,9,520.4986488051896,2602.4932440259486
62,Repair services of computers and personal and household goods,I,From 10 to 19 persons employed,1.6696114888291004e-06,0.031358802840019816,15.0,10,19,34.64622654710837,519.6933982066255
62,Repair services of computers and personal and household goods,I,From 20 to 49 persons employed,8.706104115311908e-07,0.031358802840019816,15.0,20,49,18.06609846302296,632.3134462058035
62,Repair services of computers and personal and household goods,I,From 50 to 249 persons employed,2.579518747100842e-07,0.031358802840019816,15.0,50,249,5.352777666692062,802.9166500038092
62,Repair services of computers and personal and household goods,I,250 persons employed or more,5.052653606646418e-08,0.031358802840019816,15.0,250,2000,1.048479737299259,1048.479737299259
62,Repair services of computers and personal and household goods,Int,From 0 to 9 persons employed,0.00016689880496775593,0.031358802840019816,15.0,0,9,3463.328951701056,17316.64475850528
62,Repair services of computers and personal and household goods,Int,From 10 to 19 persons employed,1.1109373330032888e-05,0.031358802840019816,15.0,10,19,230.5313947370189,3457.9709210552833
62,Repair services of computers and personal and household goods,Int,From 20 to 49 persons employed,5.792926169606381e-06,0.031358802840019816,15.0,20,49,120.20942224326005,4207.329778514102
62,Repair services of computers and personal and household goods,Int,From 50 to 249 persons employed,1.7163775504119825e-06,0.031358802840019816,15.0,50,249,35.616672411405126,5342.500861710769
62,Repair services of computers and personal and household goods,Int,250 persons employed or more,3.361968673498855e-07,0.031358802840019816,15.0,250,2000,6.976445064355056,6976.445064355056
63,Other personal services,C,From 0 to 9 persons employed,0.0010088668949247113,0.12952152701132918,15.0,0,9,20935.068566132224,104675.34283066113
63,Other personal services,C,From 10 to 19 persons employed,6.715374012531119e-05,0.12952152701132918,15.0,10,19,1393.5120292558813,20902.68043883822
63,Other personal services,C,From 20 to 49 persons employed,3.501697593573531e-05,0.12952152701132918,15.0,20,49,726.6397538477348,25432.391384670715
63,Other personal services,C,From 50 to 249 persons employed,1.0375128151080259e-05,0.12952152701132918,15.0,50,249,215.2950208971652,32294.253134574785
63,Other personal services,C,250 persons employed or more,2.0322367779219366e-06,0.12952152701132918,15.0,250,2000,42.17108966746934,42171.08966746934
63,Other personal services,I,From 0 to 9 persons employed,5.4848118698734115e-08,0.12952152701132918,15.0,0,9,1.1381572053338593,5.690786026669296
63,Other personal services,I,From 10 to 19 persons employed,3.650884301969173e-09,0.12952152701132918,15.0,10,19,0.07575975936294775,1.1363963904442163
63,Other personal services,I,From 20 to 49 persons employed,1.9037350340822276e-09,0.12952152701132918,15.0,20,49,0.039504540857427724,1.3826589300099703
63,Other personal services,I,From 50 to 249 persons employed,5.640548452999787e-10,0.12952152701132918,15.0,50,249,0.011704742142713874,1.7557113214070814
63,Other personal services,I,250 persons employed or more,1.1048470772520847e-10,0.12952152701132918,15.0,250,2000,0.0022926760144200494,2.2926760144200498
63,Other personal services,Int,From 0 to 9 persons employed,0.0002619465468283145,0.12952152701132918,15.0,0,9,5435.671391439179,27178.356957195894
63,Other personal services,Int,From 10 to 19 persons employed,1.743608638654362e-05,0.12952152701132918,15.0,10,19,361.8174665693001,5427.261998539501
63,Other personal services,Int,From 20 to 49 persons employed,9.091958486179263e-06,0.12952152701132918,15.0,20,49,188.66787607575841,6603.375662651544
63,Other personal services,Int,From 50 to 249 persons employed,2.6938429695222833e-06,0.12952152701132918,15.0,50,249,55.90012672340774,8385.019008511163
63,Other personal services,Int,250 persons employed or more,5.276587119591017e-07,0.12952152701132918,15.0,250,2000,10.94948339563187,10949.48339563187
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 0 to 9 persons employed,0.0015088595539562088,0.16285287965201428,15.0,0,9,31310.45173317362,156552.25866586805
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 10 to 19 persons employed,0.00010043501564151316,0.16285287965201428,15.0,10,19,2084.1341404631503,31262.012106947248
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 20 to 49 persons employed,5.2371327632107354e-05,0.16285287965201428,15.0,20,49,1086.7611380581216,38036.63983203425
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,From 50 to 249 persons employed,1.551702341808502e-05,0.16285287965201428,15.0,50,249,321.99485465734494,48299.22819860174
64,Services of households as employers; undifferentiated goods and services produced by households for own use,C,250 persons employed or more,3.0394097513701542e-06,0.16285287965201428,15.0,250,2000,63.07100754877442,63071.00754877441
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 0 to 9 persons employed,2.660010073290807e-09,0.16285287965201428,15.0,0,9,0.055198057891572734,0.27599028945786364
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 10 to 19 persons employed,1.7705965582884094e-10,0.16285287965201428,15.0,10,19,0.0036741774893398423,0.05511266234009763
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 20 to 49 persons employed,9.232685619264858e-11,0.16285287965201428,15.0,20,49,0.0019158811480604403,0.0670558401821154
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,From 50 to 249 persons employed,2.7355388042161968e-11,0.16285287965201428,15.0,50,249,0.000567653599495454,0.0851480399243181
64,Services of households as employers; undifferentiated goods and services produced by households for own use,I,250 persons employed or more,5.358259179460756e-12,0.16285287965201428,15.0,250,2000,0.0001111896166693919,0.11118961666939188
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 0 to 9 persons employed,8.905409724226387e-05,0.16285287965201428,15.0,0,9,1847.967894715122,9239.839473575606
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 10 to 19 persons employed,5.927754923257218e-06,0.16285287965201428,15.0,10,19,123.00726328311008,1845.108949246651
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 20 to 49 persons employed,3.0909976289227967e-06,0.16285287965201428,15.0,20,49,64.1415112586086,2244.9528940513005
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,From 50 to 249 persons employed,9.158271283509629e-07,0.16285287965201428,15.0,50,249,19.004393764136946,2850.6590646205414
64,Services of households as employers; undifferentiated goods and services produced by households for own use,Int,250 persons employed or more,1.7938839360356957e-07,0.16285287965201428,15.0,250,2000,3.722501292243618,3722.5012922436176
65,Services provided by extraterritorial organisations and bodies,C,From 0 to 9 persons employed,,0.0,15.0,0,9,0.0,
65,Services provided by extraterritorial organisations and bodies,C,From 10 to 19 persons employed,,0.0,15.0,10,19,0.0,
65,Services provided by extraterritorial organisations and bodies,C,From 20 to 49 persons employed,,0.0,15.0,20,49,0.0,
65,Services provided by extraterritorial organisations and bodies,C,From 50 to 249 persons employed,,0.0,15.0,50,249,0.0,
65,Services provided by extraterritorial organisations and bodies,C,250 persons employed or more,,0.0,15.0,250,2000,0.0,
65,Services provided by extraterritorial organisations and bodies,I,From 0 to 9 persons employed,,0.0,15.0,0,9,0.0,
65,Services provided by extraterritorial organisations and bodies,I,From 10 to 19 persons employed,,0.0,15.0,10,19,0.0,
65,Services provided by extraterritorial organisations and bodies,I,From 20 to 49 persons employed,,0.0,15.0,20,49,0.0,
